accession	organism	taxid	status	path
GCA_013396465.1	Smithornis capensis	363769	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Eurylaimidae > Smithornis > Smithornis capensis
GCA_056776345.1	Spizella passerina	40210	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Passerellidae > Spizella > Spizella passerina
GCA_014839755.1	Sylvia borin	73324	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Sylviidae > Sylviinae > Sylvia > Sylvia borin
GCA_013397245.1	Thryothorus ludovicianus	74200	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Certhiidae > Troglodytinae > Thryothorus > Thryothorus ludovicianus
GCA_013390105.1	Tichodroma muraria	237442	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sittidae > Tichodroma > Tichodroma muraria
GCA_013399735.1	Tyrannus savana	137541	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Tyrannidae > Tyrannus > Tyrannus savana
GCA_013396875.1	Vireo altiloquus	34956	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Vireonidae > Vireoninae > Vireo > Vireo altiloquus
GCA_013399795.1	Zosterops hypoxanthus	2485327	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Zosteropidae > Zosterops > Zosterops hypoxanthus
GCA_013401315.1	Balaeniceps rex	33584	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Pelecaniformes > Balaenicipitidae > Balaeniceps > Balaeniceps rex
GCF_000687185.1	Egretta garzetta	188379	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Pelecaniformes > Ardeidae > Egretta > Egretta garzetta
GCF_047370975.1	Nipponia nippon	128390	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Pelecaniformes > Threskiornithidae > Nipponia > Nipponia nippon
GCF_030463565.1	Pelecanus crispus	36300	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Pelecaniformes > Pelecanidae > Pelecanus > Pelecanus crispus
GCF_965183815.1	Platalea leucorodia	257867	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Pelecaniformes > Threskiornithidae > Platalea > Platalea leucorodia
GCF_964289735.1	Phaethon aethereus	37045	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Phaethontimorphae > Phaethontiformes > Phaethontidae > Phaethon > Phaethon aethereus
GCF_000687285.1	Phaethon lepturus	97097	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Phaethontimorphae > Phaethontiformes > Phaethontidae > Phaethon > Phaethon lepturus
GCA_009819775.1	Phoenicopterus ruber ruber	9218	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Mirandornithes > Phoenicopteriformes > Phoenicopteridae > Phoenicopterus > Phoenicopterus ruber > Phoenicopterus ruber ruber
GCA_013396975.1	Bucco capensis	135168	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Coraciimorphae > Piciformes > Bucconidae > Bucco > Bucco capensis
GCF_014839835.1	Dryobates pubescens	118200	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Coraciimorphae > Piciformes > Picidae > Dryobates > Dryobates pubescens
GCA_013396675.1	Eubucco bourcierii	91767	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Coraciimorphae > Piciformes > Ramphastidae > Eubucco > Eubucco bourcierii
GCA_013396835.1	Psilopogon haemacephalus	2585815	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Coraciimorphae > Piciformes > Megalaimidae > Psilopogon > Psilopogon haemacephalus
GCA_013399775.1	Semnornis frantzii	91796	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Coraciimorphae > Piciformes > Ramphastidae > Semnornis > Semnornis frantzii
GCA_000699545.1	Podiceps cristatus	345573	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Mirandornithes > Podicipediformes > Podicipedidae > Podiceps > Podiceps cristatus
GCA_013399565.1	Podilymbus podiceps	9252	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Mirandornithes > Podicipediformes > Podicipedidae > Podilymbus > Podilymbus podiceps
GCF_964195595.1	Calonectris borealis	1323832	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Procellariiformes > Procellariidae > Calonectris > Calonectris borealis
GCF_000690835.1	Fulmarus glacialis	30455	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Procellariiformes > Procellariidae > Fulmarus > Fulmarus glacialis
GCA_013400895.1	Thalassarche chlororhynchos	54017	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Procellariiformes > Diomedeidae > Thalassarche > Thalassarche chlororhynchos
GCF_037157495.1	Lathamus discolor	678569	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Psittaciformes > Psittacidae > Lathamus > Lathamus discolor
GCF_000696875.1	Nestor notabilis	176057	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Psittaciformes > Psittacidae > Nestor > Nestor notabilis
GCA_013397535.1	Pterocles burchelli	2585816	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Columbimorphae > Pterocliformes > Pteroclidae > Pterocles > Pterocles burchelli
GCF_000699245.1	Pterocles gutturalis	240206	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Columbimorphae > Pterocliformes > Pteroclidae > Pterocles > Pterocles gutturalis
GCF_028389875.1	Rhea pennata	8795	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Rheiformes > Rheidae > Rhea > Rhea pennata
GCF_000699145.1	Aptenodytes forsteri	9233	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Sphenisciformes > Spheniscidae > Aptenodytes > Aptenodytes forsteri
GCF_965638725.1	Aptenodytes patagonicus	9234	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Sphenisciformes > Spheniscidae > Aptenodytes > Aptenodytes patagonicus
GCF_000699105.1	Pygoscelis adeliae	9238	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Sphenisciformes > Spheniscidae > Pygoscelis > Pygoscelis adeliae
GCF_047716275.1	Strix uralensis	36305	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Strigiformes > Strigidae > Strix > Strix uralensis
GCF_018691265.1	Tyto alba	56313	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Strigiformes > Tytonidae > Tyto > Tyto alba
GCF_040807025.1	Struthio camelus	8801	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Struthioniformes > Struthionidae > Struthio > Struthio camelus
GCF_000698965.1	Struthio camelus australis	441894	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Struthioniformes > Struthionidae > Struthio > Struthio camelus > Struthio camelus australis
GCF_963921805.1	Phalacrocorax carbo	9209	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Suliformes > Phalacrocoracidae > Phalacrocorax > Phalacrocorax carbo
GCA_032275445.1	Crypturellus soui	458187	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Tinamiformes > Tinamidae > Crypturellus > Crypturellus soui
GCA_013389825.1	Crypturellus undulatus	48396	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Tinamiformes > Tinamidae > Crypturellus > Crypturellus undulatus
GCF_003342845.1	Nothoprocta perdicaria	30464	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Tinamiformes > Tinamidae > Nothoprocta > Nothoprocta perdicaria
GCF_000705375.1	Tinamus guttatus	94827	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Tinamiformes > Tinamidae > Tinamus > Tinamus guttatus
GCF_000703405.1	Apaloderma vittatum	57397	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Coraciimorphae > Trogoniformes > Trogonidae > Apaloderma > Apaloderma vittatum
GCF_047496885.1	Scyliorhinus torazame	75743	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Selachii > Galeomorphii > Galeoidea > Carcharhiniformes > Scyliorhinidae > Scyliorhinus > Scyliorhinus torazame
GCF_018977255.1	Callorhinchus milii	7868	placed	Vertebrata > Gnathostomata > Chondrichthyes > Holocephali > Chimaeriformes > Callorhinchidae > Callorhinchus > Callorhinchus milii
GCA_057876775.1	Echinorhinus cookei	7834	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Selachii > Squalomorphii > Echinorhiniformes > Echinorhinidae > Echinorhinus > Echinorhinus cookei
GCF_036365525.1	Heterodontus francisci	7792	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Selachii > Galeomorphii > Heterodontoidea > Heterodontiformes > Heterodontidae > Heterodontus > Heterodontus francisci
GCF_035084215.1	Heptranchias perlo	212740	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Selachii > Squalomorphii > Hexanchiformes > Hexanchidae > Heptranchias > Heptranchias perlo
GCF_017639515.1	Carcharodon carcharias	13397	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Selachii > Galeomorphii > Galeoidea > Lamniformes > Lamnidae > Carcharodon > Carcharodon carcharias
GCF_048418815.1	Hemitrygon akajei	2704970	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Batoidea > Myliobatiformes > Dasyatoidea > Dasyatidae > Hemitrygon > Hemitrygon akajei
GCF_047496795.1	Chiloscyllium punctatum	137246	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Selachii > Galeomorphii > Galeoidea > Orectolobiformes > Hemiscylliidae > Chiloscyllium > Chiloscyllium punctatum
GCF_963514005.1	Raja brachyura	223862	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Batoidea > Rajiformes > Rajidae > Raja > Raja brachyura
GCF_009764475.1	Pristis pectinata	685728	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Batoidea > Rhinopristiformes > Pristidae > Pristis > Pristis pectinata
GCF_052327205.1	Somniosus microcephalus	191813	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Selachii > Squalomorphii > Squaliformes > Somniosidae > Somniosus > Somniosus microcephalus
GCF_036971445.1	Narcine bancroftii	1343680	placed	Vertebrata > Gnathostomata > Chondrichthyes > Elasmobranchii > Batoidea > Torpediniformes > Narcinidae > Narcine > Narcine bancroftii
GCF_900747795.2	Erpetoichthys calabaricus	27687	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Actinopterygii > Cladistia > Polypteriformes > Polypteridae > Erpetoichthys > Erpetoichthys calabaricus
GCF_037176945.1	Latimeria chalumnae	7897	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Coelacanthimorpha > Coelacanthiformes > Coelacanthidae > Latimeria > Latimeria chalumnae
GCF_030867095.1	Alligator mississippiensis	8496	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Crocodylia > Alligatoridae > Alligatorinae > Alligator > Alligator mississippiensis
GCF_019279795.1	Protopterus annectens	7888	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Dipnomorpha > Ceratodontae > Ceratodontiformes > Lepidosirenoidei > Protopteridae > Protopterus > Protopterus annectens
GCF_048934315.1	Petromyzon marinus	7757	placed	Vertebrata > Cyclostomata > Hyperoartia > Petromyzontiformes > Petromyzontidae > Petromyzon > Petromyzon marinus
GCA_003113815.1	Sphenodon punctatus	8508	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Lepidosauria > Sphenodontia > Sphenodontidae > Sphenodon > Sphenodon punctatus
GCA_018340635.1	Bothrops jararaca	8724	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Lepidosauria > Squamata > Bifurcata > Unidentata > Episquamata > Toxicofera > Serpentes > Colubroidea > Viperidae > Crotalinae > Bothrops > Bothrops jararaca
GCF_027244095.1	Hemicordylus capensis	884348	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Lepidosauria > Squamata > Bifurcata > Unidentata > Scinciformata > Cordyloidea > Cordylidae > Cordylinae > Hemicordylus > Hemicordylus capensis
GCA_004320025.1	Laticauda laticaudata	8630	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Lepidosauria > Squamata > Bifurcata > Unidentata > Episquamata > Toxicofera > Serpentes > Colubroidea > Elapidae > Laticaudinae > Laticauda > Laticauda laticaudata
GCF_021028975.2	Sphaerodactylus townsendi	933632	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Lepidosauria > Squamata > Bifurcata > Gekkota > Sphaerodactylidae > Sphaerodactylus > Sphaerodactylus townsendi
GCF_050624435.1	Tenrec ecaudatus	94439	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Afrotheria > Afrosoricida > Tenrecidae > Tenrecinae > Tenrec > Tenrec ecaudatus
GCA_002197005.1	Cervus elaphus hippelaphus	46360	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Artiodactyla > Ruminantia > Pecora > Cervidae > Cervinae > Cervus > Cervus elaphus > Cervus elaphus hippelaphus
GCA_010411085.1	Cervus hanglu yarkandensis	84702	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Artiodactyla > Ruminantia > Pecora > Cervidae > Cervinae > Cervus > Cervus hanglu > Cervus hanglu yarkandensis
GCF_054371585.1	Giraffa tippelskirchi	439328	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Artiodactyla > Ruminantia > Pecora > Giraffidae > Giraffa > Giraffa tippelskirchi
GCA_987193245.1	Pontoporia blainvillei	48723	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Artiodactyla > Whippomorpha > Cetacea > Odontoceti > Pontoporiidae > Pontoporia > Pontoporia blainvillei
GCA_007760645.1	Sousa chinensis	103600	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Artiodactyla > Whippomorpha > Cetacea > Odontoceti > Delphinidae > Sousa > Sousa chinensis
GCF_020171115.1	Neogale vison	452646	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Carnivora > Caniformia > Musteloidea > Mustelidae > Mustelinae > Neogale > Neogale vison
GCF_951640355.1	Cnephaeus nilssonii	3371016	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Chiroptera > Yangochiroptera > Vespertilionidae > Cnephaeus > Cnephaeus nilssonii
GCF_036850765.1	Saccopteryx bilineata	59482	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Laurasiatheria > Chiroptera > Yangochiroptera > Emballonuridae > Emballonurinae > Saccopteryx > Saccopteryx bilineata
GCF_030445035.2	Dasypus novemcinctus	9361	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Xenarthra > Cingulata > Dasypodidae > Dasypus > Dasypus novemcinctus
GCF_048593235.1	Sminthopsis crassicaudata	9301	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Metatheria > Dasyuromorphia > Dasyuridae > Sminthopsis > Sminthopsis crassicaudata
GCF_027409185.1	Cynocephalus volans	110931	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Eutheria > Boreoeutheria > Euarchontoglires > Dermoptera > Cynocephalidae > Cynocephalus > Cynocephalus volans
GCF_016433145.1	Gracilinanus agilis	191870	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Metatheria > Didelphimorphia > Didelphidae > Didelphinae > Gracilinanus > Gracilinanus agilis
GCF_028372415.1	Notamacropus eugenii	9315	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Mammalia > Theria > Metatheria > Diprotodontia > Macropodidae > Notamacropus > Notamacropus eugenii
