accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	v2_call
A0A0D6M9A4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	682.8	171.6	0.7487	interpro+calibration	InterPro	ANCCEY_00150	Transporter, cation channel family protein	Ancylostoma ceylanicum	53326	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Ancylostomatidae	668	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A0D6MBX8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1328.8	0.0	1.0	interpro+calibration	InterPro	ANCCEY_00152	Inositol 1,4,5-trisphosphate receptor	Ancylostoma ceylanicum	53326	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Ancylostomatidae	1418	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0D8XX81	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1432.2	0.0	1.0	interpro+calibration	InterPro	DICVIV_04618	Inositol 1,4,5-trisphosphate receptor	Dictyocaulus viviparus (Bovine lungworm)	29172	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	1970	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0D8XZF2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	771.6	196.1	0.7459	interpro+calibration	InterPro	DICVIV_04617	Transporter, cation channel family protein	Dictyocaulus viviparus (Bovine lungworm)	29172	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	828	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A0D8Y974	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	44.0	309.9	0.858	interpro+calibration	InterPro	DICVIV_00326	Inositol 1,4,5-trisphosphate/ryanodine receptor	Dictyocaulus viviparus (Bovine lungworm)	29172	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	232	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0A0G2QMX0	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	63.5	510.5	0.8756	interpro+calibration	InterPro		Ryanodine receptor	Procambarus clarkii (Red swamp crayfish) (Cambarus clarkii)	6728	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Cambaridae	267	0	fragment	0	Evidence at transcript level	1	PF08454	PF08454;PF13499	1		unassigned
A0A0J7KNH3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1293.7	253.4	0.8041	interpro+calibration	InterPro	RF55_8299	Inositol-trisphosphate receptor	Lasius niger (Black garden ant)	67767	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	1026	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A0J7L564	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	161.4	1153.3	0.8601	interpro+calibration	InterPro	RF55_1970	Ryanodine receptor 44f-like protein	Lasius niger (Black garden ant)	67767	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	830	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0A0J7NVA4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2107.7	147.7	0.9299	interpro+calibration	InterPro	RF55_3398	Inositol 1,4,5-trisphosphate receptor	Lasius niger (Black garden ant)	67767	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	1489	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0K0D1J5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	411.0	66.3	0.8387	interpro+calibration	InterPro		RIH_assoc domain-containing protein	Angiostrongylus cantonensis (Rat lungworm)	6313	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	521	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0A0K0DIA6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	342.5	48.3	0.859	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Angiostrongylus cantonensis (Rat lungworm)	6313	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	378	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A0K0DQM5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	348.5	0.0	1.0	interpro+calibration	InterPro		RYDR_ITPR domain-containing protein	Angiostrongylus cantonensis (Rat lungworm)	6313	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	354	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0A0L0G2S5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	123.7	22.1	0.8213	interpro+calibration	InterPro	SARC_04625	RyR/IP3R Homology associated domain-containing protein	Sphaeroforma arctica JP610	667725	Eukaryota (other)			Ichthyosporea	Ichthyophonida		431	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0A0L7LRU7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	623.8	29.6	0.9525	interpro+calibration	InterPro	OBRU01_01664	Inositol 1,4,5-trisphosphate receptor	Operophtera brumata (Winter moth) (Phalaena brumata)	104452	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Geometridae	784	0	fragment	0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0M0JZC8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	144.2	35.4	0.7545	interpro+calibration	InterPro	Ctob_011563	Inositol-1,4,5-triphosphate receptor	Chrysochromulina tobinii	1460289	Eukaryota (other)		Haptophyta		Prymnesiales	Chrysochromulinaceae	422	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A0M0K0T8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	431.2	197.0	0.5431	interpro+calibration	InterPro	Ctob_011566	Cation channel family protein	Chrysochromulina tobinii	1460289	Eukaryota (other)		Haptophyta		Prymnesiales	Chrysochromulinaceae	774	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A0M0K8W7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	130.3	31.3	0.7598	interpro+calibration	InterPro	Ctob_010840	Inositol-trisphosphate receptor	Chrysochromulina tobinii	1460289	Eukaryota (other)		Haptophyta		Prymnesiales	Chrysochromulinaceae	236	0	fragment	0	Predicted	1	PF08709	PF08709	1		unassigned
A0A0M3J5J2	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	41.8	421.2	0.9008	interpro+calibration	InterPro	ASIM_LOCUS2677	RIH domain-containing protein	Anisakis simplex (Herring worm)	6269	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Anisakidae	308	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0A0M3K3Q7	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	59.0	343.8	0.8284	interpro+calibration	InterPro	ASIM_LOCUS15005	MIR domain-containing protein	Anisakis simplex (Herring worm)	6269	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Anisakidae	267	0		0	Predicted	1	PF08709	PF08709	1		unassigned
A0A0N0DYC0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	409.6	222.1	0.4578	interpro+calibration	InterPro	ABB37_02129	Putative mitochondrial insulin receptor,Ryanodine receptor	Leptomonas pyrrhocoris (Firebug parasite)	157538	Discoba		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	996	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A0N0PAE5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	690.1	115.4	0.8328	interpro+calibration	InterPro	RR46_01023	Inositol 1,4,5-trisphosphate receptor	Papilio xuthus (Asian swallowtail butterfly)	66420	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	462	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A0N0VGZ6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	40.7	0.0	1.0	interpro+calibration	InterPro	ABB37_02128	Putative mitochondrial ryanodine receptor, putative,insulin receptor	Leptomonas pyrrhocoris (Firebug parasite)	157538	Discoba		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	1609	0		0	Predicted	0	PF01365	PF01365	1		unassigned
A0A0N1PDU9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	660.2	290.8	0.5595	interpro+calibration	InterPro	ABL78_3014	Uncharacterized protein	Leptomonas seymouri	5684	Discoba		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	3823	0		0	Predicted	0	PF08454;PF08709	PF00520;PF08454;PF08709	3		unassigned
A0A0N4X3W1	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	152.7	1126.8	0.8645	interpro+calibration	InterPro	HPLM_LOCUS19045	EF-hand domain-containing protein	Haemonchus placei (Barber's pole worm)	6290	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Trichostrongylidae	843	0		0	Predicted	1	PF08454	PF08454;PF13499	1		unassigned
A0A0N4Y873	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1082.0	121.3	0.8879	interpro+calibration	InterPro	NBR_LOCUS12404	Inositol 1,4,5-trisphosphate receptor	Nippostrongylus brasiliensis (Rat hookworm)	27835	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Heligmosomidae	1212	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0N4YS30	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	221.5	1285.5	0.8277	interpro+calibration	InterPro	NBR_LOCUS20053	EF-hand domain-containing protein	Nippostrongylus brasiliensis (Rat hookworm)	27835	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Heligmosomidae	1028	0		0	Predicted	1	PF08454	PF00520;PF08454;PF13499	2		unassigned
A0A0N4YUU7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	557.1	0.0	1.0	interpro+calibration	InterPro	NBR_LOCUS21020	RIH domain-containing protein	Nippostrongylus brasiliensis (Rat hookworm)	27835	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Heligmosomidae	677	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0A0N5CRT3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	708.3	94.8	0.8662	interpro+calibration	InterPro	TCLT_LOCUS2934	Inositol 1,4,5-trisphosphate receptor	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Thelaziidae	659	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0Q3MNI3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1424.5	302.1	0.7879	interpro+calibration+sweep	InterPro	AAES_56050	Inositol 1,4,5-trisphosphate receptor type 1	Amazona aestiva (Blue-fronted Amazon parrot)	12930	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	972	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A0Q3TTL5	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2622.2	146.7	0.9441	interpro+calibration+sweep	InterPro	AAES_56009	Inositol 1,4,5-trisphosphate receptor	Amazona aestiva (Blue-fronted Amazon parrot)	12930	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	1744	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0R1EE22	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	304.8	0.0	1.0	interpro+calibration	InterPro	Dyak\GE28441	RIH domain-containing protein	Drosophila yakuba (Fruit fly)	7245	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	256	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A0R3PUV7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	798.8	192.6	0.7589	interpro+calibration	InterPro	ACOC_LOCUS9740	Ion_trans domain-containing protein	Angiostrongylus costaricensis (Nematode worm)	334426	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	918	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A0R3QMQ1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1291.4	0.0	1.0	interpro+calibration	InterPro	BTMF_LOCUS7037	Inositol 1,4,5-trisphosphate receptor	Brugia timori	42155	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	1473	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A0S4INA7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	271.4	66.3	0.7557	interpro+calibration	InterPro	BSAL_52660	Inositol 1,4,5-trisphosphate/ryanodine receptor, putative	Bodo saltans (Flagellated protozoan)	75058	Discoba		Euglenozoa	Kinetoplastea	Eubodonida	Bodonidae	1134	0	fragment	0	Predicted	1	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0A0S4IRR4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	486.0	289.3	0.4047	interpro+calibration	InterPro	BSAL_55895	Ion transporter, putative	Bodo saltans (Flagellated protozoan)	75058	Discoba		Euglenozoa	Kinetoplastea	Eubodonida	Bodonidae	2848	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A0S4JGF0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	767.0	307.9	0.5986	interpro+calibration	InterPro	BSAL_18940	Transmembrane protein, putative	Bodo saltans (Flagellated protozoan)	75058	Discoba		Euglenozoa	Kinetoplastea	Eubodonida	Bodonidae	4222	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF08454;PF08709	4		unassigned
A0A0V0Q8T2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	367.8	134.0	0.6357	interpro+calibration	InterPro	PPERSA_00228	RyR/IP3R Homology associated domain-containing protein	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	1473	0		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A0V0Q9G8	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	660.1	190.9	0.7108	interpro+calibration	InterPro	PPERSA_07362	MIR motif	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	3067	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A0V0QKQ8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	189.0	102.7	0.4566	interpro+calibration	InterPro	PPERSA_02280	RyR/IP3R Homology associated domain-containing protein	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	774	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0A0V0QX12	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	189.4	0.0	1.0	interpro+calibration	InterPro	PPERSA_07094	MIR motif	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	2663	1		0	Predicted	0	PF08454	PF02815;PF08454	2		unassigned
A0A0V0R1C0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	274.6	86.9	0.6835	interpro+calibration	InterPro	PPERSA_01799	MIR motif	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	3293	1		0	Predicted	0	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0A0V0R2X6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	532.2	179.1	0.6635	interpro+calibration	InterPro	PPERSA_08982	MIR motif	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	3618	0		0	Predicted	0	PF08454;PF08709	PF00648;PF02815;PF08454;PF08709	3		unassigned
A0A0V0R420	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	436.6	211.5	0.5156	interpro+calibration	InterPro	PPERSA_08862	MIR domain protein	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	1858	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A0V0R4A7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	144.9	90.8	0.3734	interpro+calibration	InterPro	PPERSA_05983	RyR/IP3R Homology associated domain-containing protein	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	1804	0		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A0V0R7F6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	152.7	100.4	0.3425	interpro+calibration	InterPro	PPERSA_10511	RyR/IP3R Homology associated domain-containing protein	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	2497	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A0V0R9A1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	276.7	120.8	0.5634	interpro+calibration	InterPro	PPERSA_01225	MIR motif	Pseudocohnilembus persalinus (Ciliate)	266149	SAR		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	3169	1		0	Predicted	0	PF08709	PF00520;PF08709	2		unassigned
A0A140CQB0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1438.0	156.8	0.891	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Zeugodacus cucurbitae (Melon fruit fly) (Bactrocera cucurbitae)	28588	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	1090	0	fragment	0	Evidence at transcript level	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A140CQB1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2279.7	287.3	0.874	interpro+calibration	InterPro		Gustatory receptor	Zeugodacus cucurbitae (Melon fruit fly) (Bactrocera cucurbitae)	28588	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	1822	0	fragment	0	Evidence at transcript level	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A151MK74	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1720.7	157.1	0.9087	interpro+calibration	InterPro	Y1Q_0023796	Inositol 1,4,5-trisphosphate receptor	Alligator mississippiensis (American alligator)	8496	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	1073	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A151MK83	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1720.8	157.2	0.9086	interpro+calibration	InterPro	Y1Q_0023796	Inositol 1,4,5-trisphosphate receptor	Alligator mississippiensis (American alligator)	8496	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	1051	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A151MKE7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1724.9	153.9	0.9108	interpro+calibration+sweep	InterPro	Y1Q_0023796	Inositol 1,4,5-trisphosphate receptor	Alligator mississippiensis (American alligator)	8496	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	1088	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A152A0K1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	329.4	127.3	0.6135	interpro+calibration	InterPro	DLAC_03726	Inositol 1	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	361077	Amoebozoa		Evosea	Eumycetozoa	Dictyosteliales	Raperosteliaceae	2803	1		0	Predicted	0	PF01365	PF00569;PF01365	1		unassigned
A0A152A7I8	conflict	none	architecture says RYR, profile says ITPR	both	RYR	ITPR	medium	301.2	133.7	0.5561	interpro+calibration	InterPro	DLAC_01018	Inositol 1	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	361077	Amoebozoa		Evosea	Eumycetozoa	Dictyosteliales	Raperosteliaceae	2845	1		0	Predicted	0	PF08454	PF00569;PF06459;PF08454	1	PF06459	RYR
A0A152A870	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	409.2	143.7	0.6488	interpro+calibration	InterPro	DLAC_01156	Inositol 1	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	361077	Amoebozoa		Evosea	Eumycetozoa	Dictyosteliales	Raperosteliaceae	2342	1		0	Predicted	0	PF01365	PF00520;PF01365	2		unassigned
A0A154NZD4	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	104.0	500.8	0.7923	interpro+calibration	InterPro	WN55_02787	Ryanodine receptor 44F	Dufourea novaeangliae (Sweat bee)	178035	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hymenoptera	Halictidae	318	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0A158PCK9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	438.3	34.0	0.9224	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Angiostrongylus cantonensis (Rat lungworm)	6313	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	567	0		0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0A158PK86	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1343.4	0.0	1.0	interpro+calibration	InterPro	ACOC_LOCUS9738	Inositol 1,4,5-trisphosphate receptor	Angiostrongylus costaricensis (Nematode worm)	334426	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Metastrongylidae	1554	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A158RB35	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1759.7	276.1	0.8431	interpro+calibration	InterPro	TCLT_LOCUS1807	Inositol 1,4,5-trisphosphate receptor	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Thelaziidae	1995	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A177ASQ7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	186.7	0.0	1.0	interpro+calibration	InterPro	A3Q56_07269	RyR/IP3R Homology associated domain-containing protein	Intoshia linei	1819745	Metazoa (non-vertebrate)	Metazoa	Orthonectida			Rhopaluridae	632	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0A177AXA9	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	122.9	452.1	0.7282	interpro+calibration	InterPro	A3Q56_06258	RyR/IP3R Homology associated domain-containing protein	Intoshia linei	1819745	Metazoa (non-vertebrate)	Metazoa	Orthonectida			Rhopaluridae	498	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0A177AYD0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	461.5	194.6	0.5783	interpro+calibration	InterPro	A3Q56_05269	Ion transport domain-containing protein	Intoshia linei	1819745	Metazoa (non-vertebrate)	Metazoa	Orthonectida			Rhopaluridae	1018	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
