taxid	scientific_name	rank	group	domain	kingdom	phylum	class	order	family	genus	clade	clade_from	lineage
2226	Methanococcoides methylutens	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanococcoides
2248	Halorubrum saccharovorum	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Haloferacaceae; Halorubrum
2283	Acidianus ambivalens	species	Archaea	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Thermoproteota	phylum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Sulfolobales; Sulfolobaceae; Acidianus
2286	Saccharolobus shibatae	species	Archaea	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus	Thermoproteota	phylum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Sulfolobales; Sulfolobaceae; Saccharolobus
2291	Desulfobacter hydrogenophilus	species	Bacteria	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	Thermodesulfobacteriota	phylum	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfobacteria; Desulfobacterales; Desulfobacteraceae; Desulfobacter
2309	Pyrodictium occultum	species	Archaea	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Thermoproteota	phylum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Desulfurococcales; Pyrodictiaceae; Pyrodictium
2360	Bathymodiolus thermophilus thioautotrophic gill symbiont	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria				Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; sulfur-oxidizing symbionts
2698	Heliobacterium chlorum	species	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Heliobacteriaceae	Heliobacterium	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Heliobacteriaceae; Heliobacterium
2711	Citrus sinensis	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Rutaceae; Aurantioideae; Citrus
2741	Peptococcus niger	species	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Peptococcus	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Peptococcaceae; Peptococcus
2754	Synergistes jonesii	species	Bacteria	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistota	phylum	cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Synergistaceae; Synergistes
2769	Chondrus crispus	species	Eukaryota (other)	Eukaryota		Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Chondrus	Rhodophyta	phylum	cellular organisms; Eukaryota; Rhodophyta; Florideophyceae; Rhodymeniophycidae; Gigartinales; Gigartinaceae; Chondrus
2771	Cyanidium caldarium	species	Eukaryota (other)	Eukaryota		Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidium	Rhodophyta	phylum	cellular organisms; Eukaryota; Rhodophyta; Bangiophyceae; Cyanidiales; Cyanidiaceae; Cyanidium
2786	Porphyra umbilicalis	species	Eukaryota (other)	Eukaryota		Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Porphyra	Rhodophyta	phylum	cellular organisms; Eukaryota; Rhodophyta; Bangiophyceae; Bangiales; Bangiaceae; Porphyra
2788	Pyropia yezoensis	species	Eukaryota (other)	Eukaryota		Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Pyropia	Rhodophyta	phylum	cellular organisms; Eukaryota; Rhodophyta; Bangiophyceae; Bangiales; Bangiaceae; Pyropia
2856	Cylindrotheca closterium	species	SAR	Eukaryota		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Bacillariophyta	phylum	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyceae; Bacillariophycidae; Bacillariales; Bacillariaceae; Cylindrotheca
2880	Ectocarpus siliculosus	species	SAR	Eukaryota			Phaeophyceae	Ectocarpales	Ectocarpaceae	Ectocarpus	Phaeophyceae	class	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; PX clade; Phaeophyceae; Ectocarpales; Ectocarpaceae; Ectocarpus
2951	Symbiodinium microadriaticum	species	SAR	Eukaryota			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Dinophyceae	class	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Suessiales; Symbiodiniaceae; Symbiodinium
2952	Symbiodinium pilosum	species	SAR	Eukaryota			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Dinophyceae	class	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Suessiales; Symbiodiniaceae; Symbiodinium
3046	Dunaliella salina	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Chlorophyceae; CS clade; Chlamydomonadales; Dunaliellaceae; Dunaliella
3055	Chlamydomonas reinhardtii	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Chlorophyceae; CS clade; Chlamydomonadales; Chlamydomonadaceae; Chlamydomonas
3068	Volvox carteri f. nagariensis	forma	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Chlorophyceae; CS clade; Chlamydomonadales; Volvocaceae; Volvox; Volvox carteri
3075	Auxenochlorella protothecoides	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Auxenochlorella
3076	Chlorella sorokiniana	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella clade; Chlorella
3077	Chlorella vulgaris	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella clade; Chlorella
3088	Tetradesmus obliquus	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Chlorophyceae; CS clade; Sphaeropleales; Scenedesmaceae; Tetradesmus
3111	Prototheca wickerhamii	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Prototheca
3197	Marchantia polymorpha	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Marchantiophyta; Marchantiopsida; Marchantiidae; Marchantiales; Marchantiaceae; Marchantia
3218	Physcomitrium patens	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Funariidae; Funariales; Funariaceae; Physcomitrium
3225	Ceratodon purpureus	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Bryopsida	Pseudoditrichales	Ditrichaceae	Ceratodon	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Dicranidae; Pseudoditrichales; Ditrichaceae; Ceratodon
3369	Cryptomeria japonica	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Cryptomeria	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinopsida; Pinidae; Conifers II; Cupressales; Cupressaceae; Cryptomeria
3435	Persea americana	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Persea	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Magnoliidae; Laurales; Lauraceae; Persea
3469	Papaver somniferum	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Papaver	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Ranunculales; Papaveraceae; Papaveroideae; Papaver
3476	Parasponia andersonii	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Parasponia	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Cannabaceae; Parasponia
3483	Cannabis sativa	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Cannabaceae; Cannabis
3494	Ficus carica	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Moraceae; Ficeae; Ficus
3512	Quercus rubra	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Fagaceae; Quercus
3555	Beta vulgaris subsp. vulgaris	subspecies	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Beta	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Amaranthaceae; Betoideae; Beta; Beta vulgaris
3562	Spinacia oleracea	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Spinacia	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Amaranthaceae; Chenopodioideae; Anserineae; Spinacia
3572	Saponaria officinalis	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Caryophyllaceae; Caryophylleae; Saponaria
3634	Gossypium barbadense	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Gossypium
3635	Gossypium hirsutum	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Gossypium
3641	Theobroma cacao	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Theobroma	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Byttnerioideae; Theobroma
3656	Cucumis melo	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis
3659	Cucumis sativus	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis
3661	Cucurbita maxima	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Cucurbiteae; Cucurbita
3662	Cucurbita moschata	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Cucurbiteae; Cucurbita
3673	Momordica charantia	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Momordiceae; Momordica
3694	Populus trichocarpa	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Populus
3696	Populus deltoides	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Populus
3702	Arabidopsis thaliana	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
3708	Brassica napus	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Brassica
3711	Brassica campestris	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Brassica
3726	Raphanus sativus	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Raphanus
3750	Malus domestica	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Maleae; Malus
3755	Prunus dulcis	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus
