upid	organism	taxid	group	protein_count	n_itpr	n_ryr	n_unassigned	best_itpr_score	best_itpr_evalue	best_itpr_acc	itpr_status
UP000004671	Caldithrix abyssi (strain DSM 13497 / VKM B-2286 / LF13)	880073	bacteria_genus	3674	0	0	0				absent
UP000597507	Caldovatus sediminis	2041189	bacteria_genus	4489	0	0	0				absent
UP000625804	Calidifontibacillus erzurumensis	2741433	bacteria_genus	3252	0	0	0				absent
UP000256253	Calidifontibacter indicus	419650	bacteria_genus	3252	0	0	0				absent
UP000265715	Calidithermus terrae	1408545	bacteria_genus	4065	0	0	0				absent
UP000190105	Caloramator quimbayensis	1147123	bacteria_genus	2996	0	0	0				absent
UP000183967	Caloranaerobacter azorensis DSM 13643	1121264	bacteria_genus	2469	0	0	0				absent
UP000322976	Calorimonas adulescens	2606906	bacteria_genus	2527	0	0	0				absent
UP000218418	Calothrix parasitica NIES-267	1973488	bacteria_genus	7413	0	0	0				absent
UP000319976	Calycomorphotria hydatis	2528027	bacteria_genus	4286	0	0	0				absent
UP001595704	Camelimonas fluminis	1576911	bacteria_genus	4489	0	0	0				absent
UP001596022	Camelliibacillus cellulosilyticus	2174486	bacteria_genus	3500	0	0	0				absent
UP000298805	Caminibacter pacificus	1424653	bacteria_genus	1953	0	0	0				absent
UP000184082	Caminicella sporogenes DSM 14501	1121266	bacteria_genus	2351	0	0	0				absent
UP000003082	Campylobacter rectus RM3267	553218	bacteria_genus	2971	0	0	0				absent
UP000019140	Candidatus Entotheonella gemina	1429439	bacteria_genus	8989	0	0	0				absent
UP000214603	Candidimonas nitroreducens	683354	bacteria_genus	4867	0	0	0				absent
UP000571183	Canibacter oris	1365628	bacteria_genus	1510	0	0	0				absent
UP000254329	Canicola haemoglobinophilus	733	bacteria_genus	2343	0	0	0				absent
UP000657177	Capillibacterium thermochitinicola	2699427	bacteria_genus	2235	0	0	0				absent
UP001162834	Capillimicrobium parvum	2884022	bacteria_genus	5689	0	0	0				absent
UP001697495	Capilliphycus salinus ALCB114379	1972598	bacteria_genus	6117	0	0	0				absent
UP000197007	Capnocytophaga endodontalis	2708117	bacteria_genus	2968	0	0	0				absent
UP000469440	Caproicibacter fermentans	2576756	bacteria_genus	3793	0	0	0				absent
UP000516046	Caproicibacterium amylolyticum	2766537	bacteria_genus	2784	0	0	0				absent
UP000719942	Caproiciproducens faecalis	2820301	bacteria_genus	2851	0	0	0				absent
UP000287394	Capsulimonas corticalis	2219043	bacteria_genus	6592	0	0	1				absent
UP000070188	Carbonactinospora thermoautotrophica	1469144	bacteria_genus	4356	0	0	0				absent
UP001332192	Carboxydichorda subterranea	3109565	bacteria_genus	2979	0	0	0				absent
UP000241323	Carboxydocella thermautotrophica	178899	bacteria_genus	2669	0	0	0				absent
UP000002706	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	246194	bacteria_genus	2615	0	0	0				absent
UP000708576	Carboxylicivirga linearis	1628157	bacteria_genus	4763	0	0	0				absent
UP000254572	Cardiobacterium valvarum	194702	bacteria_genus	2618	0	0	0				absent
UP000000212	Carnobacterium maltaromaticum LMA28	1234679	bacteria_genus	3539	0	0	0				absent
UP000093482	Caryophanon latum	33977	bacteria_genus	3117	0	0	0				absent
UP000019805	Castellaniella defragrans (strain DSM 12143 / CCUG 39792 / 65Phen) (Alcaligenes defragrans)	1437824	bacteria_genus	3575	0	0	0				absent
UP000198510	Catalinimonas alkaloidigena	1075417	bacteria_genus	5672	0	0	0				absent
UP000659904	Catellatospora citrea	53366	bacteria_genus	8392	0	0	0				absent
UP000016057	Catellicoccus marimammalium M35/04/3	1234409	bacteria_genus	1196	0	0	0				absent
UP000543642	Catenibacillus scindens	673271	bacteria_genus	3535	0	0	0				absent
UP000603474	Catenibacterium faecis	2764323	bacteria_genus	2469	0	0	0				absent
UP000539953	Catenisphaera adipataccumulans	700500	bacteria_genus	1970	0	0	0				absent
UP001467690	Catenovulum sediminis	1740262	bacteria_genus	4183	0	0	0				absent
UP000730482	Catenulispora pinistramenti	2705254	bacteria_genus	9585	0	0	0				absent
UP001183629	Catenuloplanes niger	587534	bacteria_genus	8537	0	0	1				absent
UP000018227	Catonella morbi ATCC 51271	592026	bacteria_genus	3288	0	0	0				absent
UP000315700	Caulifigura coniformis	2527983	bacteria_genus	5497	0	0	0				absent
UP000639859	Caulobacter hibisci	2035993	bacteria_genus	5047	0	0	0				absent
UP000230282	Caviibacterium pharyngocola	28159	bacteria_genus	2334	0	0	0				absent
UP000004478	Cecembia lonarensis (strain CCUG 58316 / KCTC 22772 / LW9)	1225176	bacteria_genus	4213	0	0	0				absent
UP000686327	Cedecea davisae	158484	bacteria_genus	4496	0	0	0				absent
UP000031521	Celeribacter indicus	1208324	bacteria_genus	4665	0	0	0				absent
UP001629953	Celerinatantimonas yamalensis	559956	bacteria_genus	3537	0	0	0				absent
UP000632740	Cellulomonas chitinilytica	398759	bacteria_genus	4480	0	0	0				absent
UP000182114	Cellulophaga baltica	76594	bacteria_genus	4194	0	0	0				absent
UP000008467	Cellulosilyticum lentocellum (strain ATCC 49066 / DSM 5427 / NCIMB 11756 / RHM5) (Clostridium lentocellum)	642492	bacteria_genus	4150	0	0	0				absent
UP000037387	Cellulosimicrobium cellulans F16	1350482	bacteria_genus	4102	0	0	0				absent
UP001253595	Cellvibrio fibrivorans	126350	bacteria_genus	4276	0	0	0				absent
UP000004067	Centipeda periodontii DSM 2778	888060	bacteria_genus	2630	0	0	0				absent
UP000070058	Cephaloticoccus primus	1548207	bacteria_genus	1663	0	0	0				absent
UP000321574	Cerasibacillus terrae	2498845	bacteria_genus	2897	0	0	0				absent
UP000642829	Cerasicoccus arenae	424488	bacteria_genus	3446	0	0	0				absent
UP000241010	Cereibacter changlensis JA139	1188249	bacteria_genus	4709	0	0	0				absent
UP001200642	Cerina litoralis	2874477	bacteria_genus	3897	0	0	0				absent
UP000011910	Cesiribacter andamanensis AMV16	1279009	bacteria_genus	4225	0	0	0				absent
UP000017081	Cetobacterium somerae ATCC BAA-474	1319815	bacteria_genus	2974	0	0	0				absent
UP000010366	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	1173020	bacteria_genus	5815	0	0	0				absent
UP000019030	Chania multitudinisentens RB-25	1441930	bacteria_genus	4521	0	0	0				absent
UP001320831	Chelativorans salis	2978478	bacteria_genus	5266	0	0	0				absent
UP000248021	Chelatococcus asaccharovorans	28210	bacteria_genus	6659	0	0	0				absent
UP000030380	Chelonobacter oris	505317	bacteria_genus	2284	0	0	0				absent
UP000825701	Chenggangzhangella methanolivorans	1437009	bacteria_genus	4352	0	0	0				absent
UP001231941	Chengkuizengella axinellae	3064388	bacteria_genus	4794	0	0	0				absent
UP000521199	Chiayiivirga flava	659595	bacteria_genus	3326	0	0	0				absent
UP000234240	Chimaeribacter californicus	2060067	bacteria_genus	4477	0	0	0				absent
UP000650994	Chishuiella changwenlii	1434701	bacteria_genus	3096	0	0	0				absent
UP000243719	Chitinasiproducens palmae	1770053	bacteria_genus	4543	0	0	0				absent
UP000510822	Chitinibacter fontanus	1737446	bacteria_genus	3298	0	0	0				absent
UP000604481	Chitinilyticum piscinae	2866724	bacteria_genus	3324	0	0	0				absent
UP000317550	Chitinimonas arctica	2594795	bacteria_genus	4560	0	0	0				absent
UP000310016	Chitiniphilus eburneus	2571148	bacteria_genus	3883	0	0	0				absent
UP000017148	Chitinivibrio alkaliphilus ACht1	1313304	bacteria_genus	2304	0	0	0				absent
UP000575898	Chitinivorax tropicus	714531	bacteria_genus	3955	0	0	0				absent
UP000002215	Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / LMG 13176 / NBRC 15968 / NCIMB 11800 / UQM 2034)	485918	bacteria_genus	7179	0	0	0				absent
UP000000424	Chlamydia pneumoniae (Chlamydophila pneumoniae)	83558	bacteria_genus	1112	0	0	0				absent
UP000320536	Chlamydophila parapsittaci	344886	bacteria_genus	956	0	0	0				absent
UP000006791	Chloracidobacterium thermophilum (strain B)	981222	bacteria_genus	3053	0	0	0				absent
UP000095185	Chlorobaculum limnaeum	274537	bacteria_genus	2423	0	0	0				absent
UP000008701	Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430)	290317	bacteria_genus	2579	0	0	0				absent
UP000002008	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	324602	bacteria_genus	3850	0	0	0				absent
UP000268857	Chlorogloeopsis fritschii PCC 6912	211165	bacteria_genus	6594	0	0	0				absent
UP000001208	Chloroherpeton thalassium (strain ATCC 35110 / GB-78)	517418	bacteria_genus	2708	0	0	0				absent
UP000019678	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	1192034	bacteria_genus	9037	0	0	0				absent
UP000034076	Christensenella hongkongensis	270498	bacteria_genus	3148	0	0	0				absent
UP001597438	Christiangramia antarctica	2058158	bacteria_genus	3918	0	0	0				absent
UP000239936	Chromatium okenii	61644	bacteria_genus	2811	0	0	0				absent
UP000294980	Chromatocurvus halotolerans	1132028	bacteria_genus	3437	0	0	0				absent
UP001515641	Chromobacterium fluminis	3044269	bacteria_genus	5328	0	0	0				absent
UP000186806	Chromohalobacter japonicus	223900	bacteria_genus	3457	0	0	0				absent
UP000282574	Chroococcidiopsis cubana SAG 39.79	388085	bacteria_genus	7319	0	0	0				absent
UP000185984	Chroogloeocystis siderophila 5.2 s.c.1	247279	bacteria_genus	4269	0	0	0				absent
UP000256686	Chryseobacterium pennae	2258962	bacteria_genus	5480	0	0	0				absent
UP000184212	Chryseolinea serpens	947013	bacteria_genus	6790	0	0	0				absent
UP001595733	Chryseomicrobium palamuruense	682973	bacteria_genus	2849	0	0	0				absent
UP001319200	Chryseosolibacter histidinae	2782349	bacteria_genus	6404	0	0	0				absent
UP000288227	Chryseotalea sanaruensis	2482724	bacteria_genus	3948	0	0	0				absent
UP001159387	Chrysosporum bergii ANA360D	617107	bacteria_genus	3357	0	0	0				absent
UP000005824	Chthoniobacter flavus Ellin428	497964	bacteria_genus	6705	0	0	0				absent
UP000014227	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	1303518	bacteria_genus	2809	0	0	0				absent
UP001595817	Chungangia koreensis	752657	bacteria_genus	3103	0	0	0				absent
UP001155079	Ciceribacter sichuanensis	2949647	bacteria_genus	4878	0	0	0				absent
UP000199286	Citreimonas salinaria	321339	bacteria_genus	4109	0	0	0				absent
UP001589575	Citricoccus parietis	592307	bacteria_genus	5814	0	0	0				absent
UP000515472	Citrifermentans bremense	60035	bacteria_genus	4450	0	0	0				absent
UP000837205	Citrobacter werkmanii	67827	bacteria_genus	5830	0	0	0				absent
UP001470670	Citromicrobium bathyomarinum	72174	bacteria_genus	3186	0	0	0				absent
UP001357733	Citroniella saccharovorans	2053367	bacteria_genus	1745	0	0	0				absent
UP001305815	Claveliimonas bilis	3028070	bacteria_genus	2930	0	0	0				absent
UP000195062	Clavibacter michiganensis subsp. michiganensis	33013	bacteria_genus	4035	0	0	0				absent
UP001205919	Cloacibacillus evryensis	508460	bacteria_genus	3063	0	0	0				absent
UP000620064	Cloacibacterium rupense	517423	bacteria_genus	2786	0	0	0				absent
UP000002019	Cloacimonas acidaminovorans (strain Evry)	459349	bacteria_genus	1813	0	0	0				absent
UP001510562	Clostridioides difficile ATCC 9689 = DSM 1296	1121308	bacteria_genus	3846	0	0	0				absent
UP000076603	Clostridium magnum DSM 2767	1121326	bacteria_genus	6083	0	0	0				absent
UP000184368	Cnuella takakiae	1302690	bacteria_genus	4753	0	0	0				absent
UP000192775	Cnuibacter physcomitrellae	1619308	bacteria_genus	4009	0	0	0				absent
UP001378242	Cobetia marina (Deleya marina)	28258	bacteria_genus	3592	0	0	0				absent
UP000077013	Cochleicola gelatinilyticus	1763537	bacteria_genus	2962	0	0	0				absent
UP000294887	Cocleimonas flava	634765	bacteria_genus	3987	0	0	0				absent
UP000202259	Cognaticolwellia beringensis	1967665	bacteria_genus	3777	0	0	0				absent
UP001165423	Cognatiluteimonas sedimenti	2927791	bacteria_genus	2490	0	0	0				absent
UP000646426	Cognatilysobacter bugurensis	543356	bacteria_genus	3079	0	0	0				absent
UP001368270	Cognatishimia coralii	3083254	bacteria_genus	3768	0	0	0				absent
UP000199167	Cognatiyoonia koreensis	364200	bacteria_genus	3582	0	0	0				absent
UP000680067	Cognatundibacterium luofuense	2828733	bacteria_genus	4359	0	0	0				absent
UP000199236	Cohaesibacter marisflavi	655353	bacteria_genus	4794	0	0	0				absent
UP000256977	Cohnella phaseoli	456490	bacteria_genus	7571	0	0	0				absent
UP000003835	Coleofasciculus chthonoplastes PCC 7420	118168	bacteria_genus	8193	0	0	0				absent
UP001057291	Collibacillus ludicampi	2771369	bacteria_genus	4073	0	0	0				absent
UP000074914	Collimonas pratensis	279113	bacteria_genus	5207	0	0	0				absent
UP000003560	Collinsella stercoris DSM 13279	445975	bacteria_genus	2527	0	0	0				absent
UP001221763	Columbia Basin potato purple top phytoplasma	307134	bacteria_genus	554	0	0	0				absent
UP000000547	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	167879	bacteria_genus	4882	0	0	0				absent
UP000029549	Comamonas thiooxydans	363952	bacteria_genus	5226	0	0	0				absent
UP001154259	Commensalibacter communis	2972786	bacteria_genus	2495	0	0	0				absent
UP000051515	Companilactobacillus bobalius DSM 19674	1423788	bacteria_genus	2723	0	0	0				absent
UP000602050	Compostibacillus humi	1245525	bacteria_genus	3337	0	0	0				absent
UP001501207	Compostibacter hankyongensis	1007089	bacteria_genus	3515	0	0	0				absent
UP000230161	Compostimonas suwonensis	1048394	bacteria_genus	3422	0	0	0				absent
UP000831534	Conchiformibius kuhniae	211502	bacteria_genus	2378	0	0	0				absent
UP001284601	Conexibacter stalactiti	1940611	bacteria_genus	6252	0	0	0				absent
UP000233435	Confluentibacter flavum	1909700	bacteria_genus	3459	0	0	0				absent
UP000019205	Congregibacter litoralis KT71	314285	bacteria_genus	3868	0	0	0				absent
UP000611762	Congzhengia minquanensis	2763657	bacteria_genus	2567	0	0	0				absent
UP000229329	Conservatibacter flavescens	28161	bacteria_genus	2416	0	0	0				absent
UP000190135	Consotaella salsifontis	1365950	bacteria_genus	4266	0	0	0				absent
UP000515514	Constantimarinum furrinae	2562285	bacteria_genus	2653	0	0	0				absent
UP000245433	Convivina intestini	1505726	bacteria_genus	1588	0	0	0				absent
UP001549257	Conyzicola nivalis	1477021	bacteria_genus	3624	0	0	0				absent
UP000434036	Copranaerobaculum intestinale	2692629	bacteria_genus	2223	0	0	0				absent
UP000003157	Coprobacillus cateniformis	100884	bacteria_genus	3839	0	0	0				absent
UP000594042	Coprobacter secundus subsp. similis	2751153	bacteria_genus	3272	0	0	0				absent
UP001469749	Coprococcus intestinihominis	3133154	bacteria_genus	3635	0	0	0				absent
UP000001732	Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / OCM 4 / BT)	309798	bacteria_genus	1481	0	0	0				absent
UP001324993	Coraliomargarita algicola	3092156	bacteria_genus	4301	0	0	0				absent
UP001501456	Corallibacter vietnamensis	904130	bacteria_genus	2666	0	0	0				absent
UP001597380	Corallincola platygyrae	1193278	bacteria_genus	3776	0	0	0				absent
UP000278907	Corallococcus praedator	2316724	bacteria_genus	8654	0	0	0				absent
UP000675747	Coralloluteibacterium stylophorae	1776034	bacteria_genus	3533	0	0	0				absent
UP000006851	Coriobacterium glomerans (strain ATCC 49209 / DSM 20642 / JCM 10262 / PW2)	700015	bacteria_genus	1768	0	0	0				absent
UP000278006	Corticibacter populi	1550736	bacteria_genus	3638	0	0	0				absent
UP001597519	Corticicoccus populi	1812821	bacteria_genus	2789	0	0	0				absent
UP000245212	Corticimicrobacter populi	2175229	bacteria_genus	3237	0	0	0				absent
UP000023703	Corynebacterium glyciniphilum AJ 3170	1404245	bacteria_genus	3270	0	0	0				absent
UP000509302	Costertonia aggregata	343403	bacteria_genus	3525	0	0	0				absent
UP000182486	Couchioplanes caeruleus subsp. caeruleus	56427	bacteria_genus	6851	0	0	0				absent
UP000002671	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	227377	bacteria_genus	1812	0	0	0				absent
UP000324646	Crassaminicella thermophila	2599308	bacteria_genus	2867	0	0	0				absent
UP000317238	Crateriforma conspicua	2527996	bacteria_genus	5367	0	0	0				absent
UP000467214	Craterilacuibacter sinensis	2686017	bacteria_genus	3040	0	0	0				absent
UP001501588	Craurococcus roseus	77585	bacteria_genus	5168	0	0	0				absent
UP001168540	Crenobacter oryzisoli	3056844	bacteria_genus	4388	0	0	0				absent
UP000195667	Crenothrix polyspora	360316	bacteria_genus	3943	0	0	0				absent
UP000199379	Cribrihabitans marinus	1227549	bacteria_genus	4013	0	0	0				absent
UP000295763	Cricetibacter osteomyelitidis	1521931	bacteria_genus	2525	0	0	0				absent
UP000093352	Criibacterium bergeronii	1871336	bacteria_genus	2051	0	0	0				absent
UP000010472	Crinalium epipsammum PCC 9333	1173022	bacteria_genus	4697	0	0	0				absent
UP000002297	Croceibacter atlanticus (strain ATCC BAA-628 / JCM 21780 / CIP 108009 / IAM 15332 / KCTC 12090 / HTCC2559)	216432	bacteria_genus	2702	0	0	0				absent
UP000469430	Croceibacterium xixiisoli	1476466	bacteria_genus	3571	0	0	0				absent
UP000612349	Croceicoccus mobilis	1703339	bacteria_genus	3917	0	0	1				absent
UP001238450	Croceifilum oryzae	1553429	bacteria_genus	3145	0	0	0				absent
UP000516305	Croceimicrobium hydrocarbonivorans	2761580	bacteria_genus	3521	0	0	0				absent
UP001597526	Croceitalea marina	1775166	bacteria_genus	3897	0	0	0				absent
UP000718451	Croceivirga thetidis	2721623	bacteria_genus	3238	0	0	0				absent
UP000003781	Crocosphaera chwakensis CCY0110	391612	bacteria_genus	6411	0	0	0				absent
UP000002069	Cronobacter turicensis (strain DSM 18703 / CCUG 55852 / LMG 23827 / z3032)	693216	bacteria_genus	4452	0	0	0				absent
UP000533598	Crossiella cryophila	43355	bacteria_genus	8632	0	0	0				absent
UP000184335	Cruoricaptor ignavus	1118202	bacteria_genus	2166	0	0	0				absent
UP000298468	Cryobacterium lactosi	1259202	bacteria_genus	4208	0	0	0				absent
UP000486602	Cryomorpha ignava	101383	bacteria_genus	4047	0	0	0				absent
UP000000954	Cryptobacterium curtum (strain ATCC 700683 / DSM 15641 / CCUG 43107 / 12-3)	469378	bacteria_genus	1355	0	0	0				absent
UP000184440	Cryptosporangium aurantiacum	134849	bacteria_genus	8789	0	0	0				absent
UP000181917	Crystallibacter crystallopoietes	37928	bacteria_genus	4622	0	0	0				absent
UP000306912	Culicoidibacter larvae	2579976	bacteria_genus	2363	0	0	0				absent
UP000292927	Cuneatibacter caecimuris	1796618	bacteria_genus	3170	0	0	0				absent
UP001704220	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	106590	bacteria_genus	8805	0	0	0				absent
UP001431243	Curtobacterium flaccumfaciens pv. oortii	179015	bacteria_genus	3790	0	0	0				absent
UP001528672	Curvibacter microcysteis	3026419	bacteria_genus	4252	0	0	0				absent
UP000239589	Cuspidothrix issatschenkoi CHARLIE-1	2052836	bacteria_genus	3876	0	0	0				absent
UP000003179	Cutibacterium modestum HL044PA1	765109	bacteria_genus	2858	0	0	0				absent
UP000010480	Cyanobacterium aponinum (strain PCC 10605)	755178	bacteria_genus	3415	0	0	0				absent
UP001302329	Cyanobium gracile UHCC 0281	3110309	bacteria_genus	3264	0	0	0				absent
UP000001635	Cyclobacterium marinum (strain ATCC 25205 / DSM 745 / LMG 13164 / NCIMB 1802) (Flectobacillus marinus)	880070	bacteria_genus	4983	0	0	0				absent
